,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
196,IBM Acquires SoftLayer: Will Small Biz Hosting Remain?,Small Businesses Created 45 Percent of the New Jobs in June (1.00),Business Fills Same Niche for Over 100 Years (0.98),The Micro Business Home Equity Loan Crunch (0.96),Woman Makes Business Out of Giant Cookies After Losing Job of 30 Years (0.95),How to Motivate Temporary Employees to do Their Best (0.95),94 Percent of People Think Buying From Small Businesses is Important (0.94),Evernote Coming Out With New App Just for Businesses (0.94),Putting Television in Your Lobby or Place of Business: What you Need to Know (0.94),Raising Minimum Wage: Next Proposal to Threaten Small Businesses (0.93),Shutdown Cost Small Tourism Businesses Millions (0.93)
197,"Haiku Deck Offers PowerPoint Alternative, Fewer Features Touted",Getting In The Game Puts Your Start Up Investment on the Board (1.33),Finding Money for That Franchise When Money is Tight (1.00),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (1.00)",Audiam Wants to Find Money for Musicians on YouTube (1.00),Amazon Takes Aim at Etsy with Handmade (1.00),MyOpenID Will Shut Down in February (1.00),When is the Best Time to Trademark Your Company Name? (1.00),Facebook Messenger hits 1 billion users (1.00),Malicious Apps On Google Play Increase By 388 Percent (1.00),"Yahoo Will Free Up Inactive IDs, Possibly Including Yours (1.00)"
198,"Twitter Ads Soar, But Beware This AdWords Hack",Metrics Overload? How to Streamline Marketing Data (1.00),Why Employees Are Always A Bad Idea: A Review (1.00),How to Turn Around a Bad Review Online Successfully (1.00),Review: Attention! This Book Will Make You Money (1.00),How To Get Your Content Shared On Twitter (1.00),Jon Ferrara of Nimble: Social Selling is About Striking the Right Balance of Insights and Instincts (1.00),LinkedIn Increases Social Sharing Options (1.00),You Can Use LinkedIn As a Landing Page and Facebook For Blogging (1.00),The Network Is Your Customer: Combining Strategy and Technology (1.00),Using Vine Videos to Beef Up Your Written Content (1.00)
199,3 Types of Schema Markup Content Marketers Should Know,Teach The Young Entrepreneurs In Your Family With Nacho Money (1.01),Spreecast: One on One Video Chats Right in Your Web Browser (1.01),Google AdWords Conversion Import Tracks Offline Sales (1.00),Google Grants Available for Nonprofit Organizations (1.00),Make Your App Development Easier: Programming JavaScript Applications (1.00),"The Rumors Are True, Facebook Gets Hashtags (1.00)",Adwords Shopping Campaigns Set to Replace Product Listing Ads (1.00),Selling In A Skirt Elevates Training for Saleswomen and Salesmen (1.00),Yelp Data Shows the Power of Mobile Marketing (1.00),Mobile Apps SMBs Should Care About (1.00)
200,"Cognizant shuffles senior management, appoints new COO",Getting In The Game Puts Your Start Up Investment on the Board (1.24),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),On the Long Road to Economic Recovery? You Decide (1.00),Here comes Markit services PMI ... (1.00),The 20 best smartphones in the world (1.00),Here comes consumer confidence... (1.00),Here comes Wells Fargo... (1.00),Curved Smartphones Trend:  G Flex Ready for the U.S. (1.00),The Day After: Yang Still Open To Deal; Angry Instiutionals; Shareholder Lawsuits Start (1.00),Apple Will Introduce Two Curved Phones (1.00)
201,Spotlight: elMejorTrato Runs a Startup With No Bosses,Getting In The Game Puts Your Start Up Investment on the Board (1.40),Verizon Plans to Acquire Content Delivery Network EdgeCast (1.01),"Despite the Hype, Few Study Entrepreneurship (1.01)","The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.01)",Adobe Document Cloud Aims to Get Rid of Your Paperwork (1.01),Could Robots Be the Employees of the Future? (1.00),The Kodak Pixpro SP360 Sports a 360 Degree Camera (1.00),Want to build a billion dollar organisation without VC money? Learn from Sridhar Vembu (1.00),Modi wants Tesla to set up its factories in India (1.00),The Christmas Conspiracy (1.00)
202,Green Packaging Solutions: Pizza Box With Built-In Paper Plates,Getting In The Game Puts Your Start Up Investment on the Board (1.22),IRS Adopts Taxpayer Bill of Rights (1.00),Amazon Takes Aim at Etsy with Handmade (1.00),Reaching the Cloud: Dedicated Ethernet vs Public Internet Connections (1.00),Is Network Congestion Choking Your Mobile Experience? (1.00),Rs 5000 to Rs 5 crore: An Indore boys graduation from a hacker to an entrepreneur (1.00),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (0.99)",CrowdtiltOpen Allows Free Crowdsourcing on Your Own Domain (0.99),2 Important Things to Know About Viral Videos (0.99),Enterprise Cloud Services Retooled as Google for Work (0.99)
203,Facebook Now Recommends App Developers Turn Off Automatic Posting,Sustainable Startups Using Technology to Make Use of Food Waste (1.00),Get Organized and Increase Your Productivity With Evernote (1.00),Zapier Zaps Your Data from One App to Another With One Click (0.99),Make Your App Development Easier: Programming JavaScript Applications (0.99),"No Ifs, Ands or Butts: Get Your Employees Fit! (0.99)",Web.com Moves Into Mobile Marketing With SmartCalls (0.99),A Beer Keurig Machine? SYNEK Draft System is on its Way (0.99),New Study Helps SMB Owner Analyze Local Search Data (0.99),This curry stained Indian should be beaten and hanged: Shiva Ayyadurai on inventing email and the backlash that followed (0.99),Google AdWords Conversion Import Tracks Offline Sales (0.98)
204,Newly Sworn SBA Chief Must Deal With Lending Defaults,Getting In The Game Puts Your Start Up Investment on the Board (1.24),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),"New Apple iPad Thinner, Lighter But Still $499 (1.00)",On the Long Road to Economic Recovery? You Decide (1.00),Here comes Markit services PMI ... (1.00),The 20 best smartphones in the world (1.00),Here comes consumer confidence... (1.00),Nokia Introduces Asha Smartphones Beginning at Just $69 (1.00),Here comes Wells Fargo... (1.00),Curved Smartphones Trend:  G Flex Ready for the U.S. (1.00)
205,Google Antitrust Case: EU Charges Explained,Getting In The Game Puts Your Start Up Investment on the Board (1.40),The Christmas Conspiracy (1.01),"The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.01)",Finding Money for That Franchise When Money is Tight (1.00),Could Robots Be the Employees of the Future? (1.00),Verizon Plans to Acquire Content Delivery Network EdgeCast (1.00),LinkedIn Acquires Bizo for a Cool $175 Million (1.00),When is the Best Time to Trademark Your Company Name? (1.00),"Wix, the Freemium Website Building Platform, Is Growing Like Gangbusters (1.00)",Why Google Is Taking a $9.5 Billion Hit on Selling Motorola to Lenovo (1.00)
206,3 Questions for You to Ask Yourself About Employee Health Care,Getting In The Game Puts Your Start Up Investment on the Board (1.36),Finding Money for That Franchise When Money is Tight (1.01),Audiam Wants to Find Money for Musicians on YouTube (1.01),When is the Best Time to Trademark Your Company Name? (1.01),"Yahoo Will Free Up Inactive IDs, Possibly Including Yours (1.01)",Top 5 Programming Languages for Mobile Application Development (1.01),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (1.00)",MyOpenID Will Shut Down in February (1.00),Facebook Messenger hits 1 billion users (1.00),7 of the biggest myths about beer debunked (1.00)
207,Top 5 Programming Languages for Mobile Application Development,Getting In The Game Puts Your Start Up Investment on the Board (1.35),Finding Money for That Franchise When Money is Tight (1.01),When is the Best Time to Trademark Your Company Name? (1.01),"Yahoo Will Free Up Inactive IDs, Possibly Including Yours (1.01)",3 Questions for You to Ask Yourself About Employee Health Care (1.01),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (1.00)",Audiam Wants to Find Money for Musicians on YouTube (1.00),MyOpenID Will Shut Down in February (1.00),Facebook Messenger hits 1 billion users (1.00),7 of the biggest myths about beer debunked (1.00)
208,Get Organized and Increase Your Productivity With Evernote,Sustainable Startups Using Technology to Make Use of Food Waste (1.01),Facebook Now Recommends App Developers Turn Off Automatic Posting (1.00),New Study Helps SMB Owner Analyze Local Search Data (1.00),This curry stained Indian should be beaten and hanged: Shiva Ayyadurai on inventing email and the backlash that followed (1.00),Zapier Zaps Your Data from One App to Another With One Click (0.99),Google Grants Available for Nonprofit Organizations (0.99),Make Your App Development Easier: Programming JavaScript Applications (0.99),"No Ifs, Ands or Butts: Get Your Employees Fit! (0.99)",Mobile Apps SMBs Should Care About (0.99),Web.com Moves Into Mobile Marketing With SmartCalls (0.99)
209,A Beer Keurig Machine? SYNEK Draft System is on its Way,Zapier Zaps Your Data from One App to Another With One Click (1.00),Sustainable Startups Using Technology to Make Use of Food Waste (1.00),New Study Helps SMB Owner Analyze Local Search Data (1.00),Top Jobs Of The Week In Digital Media And Mobile Content (0.99),Facebook Testing New Shareable Ads (0.99),Facebook Now Recommends App Developers Turn Off Automatic Posting (0.99),Get Organized and Increase Your Productivity With Evernote (0.99),This Coffee Shop is Selling More Than Just Coffee (0.99),Make Your App Development Easier: Programming JavaScript Applications (0.98),"No Ifs, Ands or Butts: Get Your Employees Fit! (0.98)"
210,7 Ways to Get More From Social Media in 2010,3 Ways to Look at Marketing (1.00),How to Leverage Infographics for B2B Marketing (1.00),How Does Social Media Aid Lead Generation? (1.00),Book Review: You Are What You Choose (1.00),Review: Attention! This Book Will Make You Money (1.00),This One Quality Can Make or Break Your Social Media Campaigns (1.00),Become a Better Blogger and Writer in 7 Easy Steps (1.00),"Smarter, Faster, Cheaper: A Review (1.00)",Why SMB owners should care about SEO (1.00),4 Ways to Encourage Online Reviews (1.00)
211,"Glip Enters Crowded Collaboration Space, Creates Conversation Streams",Getting In The Game Puts Your Start Up Investment on the Board (1.39),The Christmas Conspiracy (1.01),When is the Best Time to Trademark Your Company Name? (1.01),Finding Money for That Franchise When Money is Tight (1.00),"Wix, the Freemium Website Building Platform, Is Growing Like Gangbusters (1.00)",10 real problems in India startups can aim to solve (1.00),"The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.00)",7 of the biggest myths about beer debunked (1.00),Google Antitrust Case: EU Charges Explained (1.00),Re-inventing B2B Commerce with technology - The next wave (1.00)
212,Spreecast: One on One Video Chats Right in Your Web Browser,Teach The Young Entrepreneurs In Your Family With Nacho Money (1.01),3 Types of Schema Markup Content Marketers Should Know (1.01),10 phrases in your emails that make you sound unprofessional (1.00),Google AdWords Conversion Import Tracks Offline Sales (1.00),Google Grants Available for Nonprofit Organizations (1.00),Social Media Customer Care Company Raises $1 Million for Growth (1.00),Make Your App Development Easier: Programming JavaScript Applications (1.00),"The Rumors Are True, Facebook Gets Hashtags (1.00)",Adwords Shopping Campaigns Set to Replace Product Listing Ads (1.00),Selling In A Skirt Elevates Training for Saleswomen and Salesmen (1.00)
213,New Study Helps SMB Owner Analyze Local Search Data,Zapier Zaps Your Data from One App to Another With One Click (1.00),Top Jobs Of The Week In Digital Media And Mobile Content (1.00),Facebook Testing New Shareable Ads (1.00),Sustainable Startups Using Technology to Make Use of Food Waste (1.00),Get Organized and Increase Your Productivity With Evernote (1.00),A Beer Keurig Machine? SYNEK Draft System is on its Way (1.00),This Coffee Shop is Selling More Than Just Coffee (1.00),"No Ifs, Ands or Butts: Get Your Employees Fit! (0.99)",Facebook Now Recommends App Developers Turn Off Automatic Posting (0.99),This curry stained Indian should be beaten and hanged: Shiva Ayyadurai on inventing email and the backlash that followed (0.99)
214,New Acer Chromebook Introduced with Focus on Mobility,Getting In The Game Puts Your Start Up Investment on the Board (1.37),How 2 of the world's most powerful and dangerous drug lords compare (1.00),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),"China Based Huawei Introduces Five New Devices, Eyes U.S. Market (1.00)",iPad Users Get Refund on Office 365 (1.00),The Kodak Pixpro SP360 Sports a 360 Degree Camera (1.00),Want to build a billion dollar organisation without VC money? Learn from Sridhar Vembu (1.00),HP Pavilion Mini and Stream Mini Introduced (1.00),Modi wants Tesla to set up its factories in India (1.00),Union Cabinet approves skill training through Pradhan Mantri Kaushal Vikas Yojana (1.00)
215,1001 Startup Ideas - Place for connecting students to micro-jobs,Getting In The Game Puts Your Start Up Investment on the Board (1.06),Google Acquisition of Motorola Finally Closes: Why You Should Care (1.00),Artsy Central Shows Trend Toward Etsy Alternatives (1.00),"Michael Phelps has the perfect body for swimming, but that's not the only reason he's so good (1.00)",Constant Contact Moves into Mobile with Acquisition of CardStar (1.00),IRS Adopts Taxpayer Bill of Rights (0.99),Twitter Attack Caused Thousands to Retweet a Single Message (0.99),A New Code of Conduct for Affiliate Marketing (0.99),50 quotes which will trigger productivity (0.99),Is Network Congestion Choking Your Mobile Experience? (0.99)
