Article,Recommendation
Government Resources to Help Market Your Business Overseas,"[(1.0, '12 Blogs Every Small Business Should Be Reading'), (0.96, 'Vocus, Provider of PRWeb, Acquires iContact Email Marketing'), (0.96, 'Raise and Re-Energize Your Business Metabolism'), (0.96, 'How to Leverage Infographics for B2B Marketing'), (0.96, 'How to Create DIY Professional Quality Writing for Your Small Business')]"
6 Rules of Entrepreneurship from Founders in the Trenches,"[(0.79, 'Rs 1 Cr sales in four months  how a software engineer is giving Mandyas debt-ridden farmers a new lease of life'), (0.78, 'Getting Your Small Business Started On Yelp'), (0.76, 'Why Small Businesses Love Cloud Services'), (0.76, 'Business Fills Same Niche for Over 100 Years'), (0.75, 'Yahoo Opens Its Ad Network to Other Publishers')]"
A Picture Is Worth A 1000 Words: Pinterest Is On To Something,"[(1.0, 'Join Me For: Choosing the RIGHT Online Software'), (0.96, 'Review: Samsung Chromebook for Your Small Business'), (0.96, 'ReTargeter Creator Aims to Replace CRM with New Immediately App'), (0.96, 'Offer Newsletter Sign Up Incentives to Your Site Visitors With Incentivibe'), (0.96, 'Adobe Document Cloud Aims to Get Rid of Your Paperwork')]"
Communicating to Employees About Health Insurance Open Enrollment,"[(0.95, 'Odd Lots:'), (0.94, '15 Startup Mistakes You Should Avoid'), (0.93, 'Insights From Google About How Small Businesses Can Improve Sales'), (0.92, 'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?'), (0.92, 'Answers About Free Wireless at Airports for Modern Travelers')]"
Will the Dependent Coverage Provision Raise Insurance Premiums?,"[(1.0, 'Your New Year Small Business Checklist'), (0.98, 'Loan Approvals Rising at Small Banks and Alternative Lenders'), (0.96, 'Googles Russian Ad Buy Blocked On Technicality; Putins Spanner In The Works?'), (0.93, 'President Obama Angers Small Booksellers With Amazon Speech'), (0.93, '10 Apps to Assist with Your Small Business Taxes')]"
No one is telling you the dark side of becoming an entrepreneur,"[(0.95, 'Cicret Could Turn Your Skin Into a Smartphone Display'), (0.94, '[Video] The Single Biggest Reason Why Startups Succeed'), (0.94, 'Handmark Acquires UK Mobile Game Maker Astraware'), (0.94, 'Chinese yuan strengthens'), (0.9, 'Small Business Disaster Survival Guide: Get Your Insurance Claims Covered')]"
"Buy  BEML, target Rs  1000  :   Kunal Bothra","[(1.0, 'WitKit Platform Lets Your Team Collaborate in Security'), (0.94, 'iPad Users Get Refund on Office 365'), (0.92, 'Plug In and Charge Internationally With the MU System'), (0.91, 'Six Apart finds a pot full of VC Dollars'), (0.91, ""Here's A Brand New Thing You Didn't Know About 'Friends'"")]"
"Introducing the ASUS ZenFone 2, No Contract Required","[(0.97, 'LinkedIn Rolls Out New Features For Marketers'), (0.94, 'Google+ Lifts Real Names Only Policy'), (0.93, 'Review of Hootsuite: Manage Social Media From A Single Dashboard'), (0.93, 'Netgear Offers Storage Alternatives to the Cloud'), (0.93, 'MYQROsites Offers New App for Mobile Marketing With QR Codes')]"
STOCKS GO NOWHERE: Here's what you need to know,"[(0.92, 'Dig Into The Strategy Book'), (0.89, 'Top 5 Online Credibility Killers'), (0.88, 'Google Adds New Features to Place Pages, Is It Enough?'), (0.87, 'Twitter Officially Launches Mobile Ads Manager'), (0.86, 'Crude palm oil futures remain up on rising demand')]"
Stay At Home Mom Launched $24 Million Franchise in her Living Room,"[(1.03, 'Aim to add 2-3 million tonne capacity every year: Shree Cements'), (0.96, 'Crude palm oil futures remain up on rising demand'), (0.91, 'LinkedIn Increases Social Sharing Options'), (0.9, 'Will You Jump at the Chance? BlackBerry Leap Pre-orders Begin'), (0.9, 'Apps to Make Your Blogging Life Easier')]"
9 Things Small Retailers Must Know to Survive and Thrive,"[(1.0, 'Yelp Reviews Out of Google Places. What Else Ya Got?'), (1.0, 'Infusionsoft Gmail Integration is Now Available'), (0.95, 'Mobile Payments are Exploding: What You Need to Know as a Retailer'), (0.95, 'Manta Business Directory Upgrades to Help You Get Discovered'), (0.95, 'Learn How to Improve Online Marketing: Performance Marketing With Google Analytics')]"
Why Small Businesses Have Trouble Getting Credit,"[(1.0, 'When I had no food and only Rs 50 in my pocket  a moving story of an entrepreneur'), (0.97, 'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program'), (0.94, 'What You Need to Know About the Sequester'), (0.92, 'Top 4 Health Insurance Trends for Small Businesses'), (0.91, 'Spotlight: elMejorTrato Runs a Startup With No Bosses')]"
Senate Considering New Visa Program To Encourage Tech Startups,"[(0.95, 'First Smartphone Anti-Theft Law Could Also Make Reselling Phones Hard'), (0.89, 'The Christmas Conspiracy'), (0.89, 'How millions from the Bangladesh Bank heist disappeared'), (0.88, 'Culture, Career Development and Networking Blend in Black Faces In White Places'), (0.86, 'This Hyderabad-based startup aims to aggregate cabs, food and mobile recharge apps')]"
"Michael Phelps has the perfect body for swimming, but that's not the only reason he's so good","[(1.01, 'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs'), (1.0, 'Buy Bajaj Finserv Ltd., target Rs 2850.0 :  Kunal Bothra'), (0.94, 'LinkedIn Increases Social Sharing Options'), (0.94, 'Curved LG G Flex 2 Phablet a Sequel Improving the Original'), (0.89, 'Here come retail sales ...')]"
3 Steps to Performing Content Marketing on a Shoestring Budget,"[(0.97, 'You Made It Yourself: Now What? 29 Places to Sell Your Handmade Creations'), (0.97, 'The Sweet Sound of Online Sales: Review of KaChing'), (0.96, 'Why Word-of-Mouth Should Be Core to Your Business'), (0.96, 'Top Jobs Of The Week In Digital Media And Mobile Content'), (0.96, 'Omnichannel done right: 4 ways to keep the communication in marketingcommunications')]"
JotForm Now Offers Adobe eSign Service,"[(0.98, 'ONvocal Unveils Mix360 Noise Cancelling Headphones'), (0.98, 'HP Officejet Pro 8630 Takes Business Printing Mobile'), (0.95, 'Weighing the Pros and Cons of Free City WiFi'), (0.95, 'Could Robots Be the Employees of the Future?'), (0.93, 'Volvo is quietly becoming a tech superpower')]"
Agriculture has seen little reform in 25 years but there are crorepati farmers who have come up the hard way,"[(0.92, 'Could Robots Be the Employees of the Future?'), (0.9, 'Volvo is quietly becoming a tech superpower'), (0.9, 'ONvocal Unveils Mix360 Noise Cancelling Headphones'), (0.9, 'Are Immigrants Really More Likely to Become High Tech Entrepreneurs?'), (0.9, 'Accenture launches fifth season of InnovationJockeys')]"
LG Launching G4 Flagship Phone and One for Doodling,"[(0.99, '8 Reasons Your Facebook Page Stinks'), (0.95, 'Will You Jump at the Chance? BlackBerry Leap Pre-orders Begin'), (0.95, 'Email Erases 9 to 5 at Many Small to Mid-Sized Businesses'), (0.95, 'Apps to Make Your Blogging Life Easier'), (0.91, 'This One Quality Can Make or Break Your Social Media Campaigns')]"
Lodha says it sold Rs 150-160 cr new property in last 10 days,"[(0.91, 'What If Someone Stole Your Website?'), (0.81, 'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore'), (0.81, 'Speed Up Your Mobile Browsing with Dolphin'), (0.81, 'Got a Startup Tech Hardware Product to Sell? Try Grand St.'), (0.81, 'Get Organized and Increase Your Productivity With Evernote')]"
"CBS MarketWatch.com: Director of Ad Development, NYC","[(0.85, 'Earnings This Week'), (0.79, ""Govt's decision to demonetise a retrograde move: Arvind Sanger""), (0.71, 'Curved LG G Flex 2 Phablet a Sequel Improving the Original'), (0.71, 'Apps to Make Your Blogging Life Easier'), (0.67, 'WixMusic Lets Musicians Set the Tempo for Their Brand')]"
15 Ways to Avoid Bad Online Reviews,"[(0.82, 'The yen is surging'), (0.82, 'The 20 best smartphones in the world'), (0.82, 'The 10 most luxurious first-class plane cabins in the world'), (0.82, 'RANKED: The 20 best Nintendo 64 games of all time'), (0.79, ""Victoria's Secret supermodel reveals everything she eats in a day"")]"
Jon Ferrara of Nimble: Social Selling is About Striking the Right Balance of Insights and Instincts,"[(1.0, 'Infusionsoft Bucks Acquisition Trend, Builds Its Own Social Features'), (0.97, 'Watch These Metrics to Measure YouTube Marketing Success'), (0.97, 'Twitter Ads Soar, But Beware This AdWords Hack'), (0.97, 'New Google and New Foursquare Offerings Call Attention to Local Business Marketing'), (0.97, 'How to Use Cloud Apps to Streamline Your Marketing Campaign')]"
Improve Social Selling with These Top Tools and Platforms,"[(1.0, 'Social Customers Means a Social Inbox: Review of Nimble CRM'), (0.88, '20 Reasons People Unfollow You On Twitter'), (0.87, 'eBay Plans a New Mobile Ad Network'), (0.87, 'How to Use The Linkedin Mentions Feature to Engage and Connect'), (0.82, 'Twitter Attack Caused Thousands to Retweet a Single Message')]"
Black Business Secrets Offers Tips to a New Generation of African American Entrepreneurs,"[(0.97, 'New Study Helps SMB Owner Analyze Local Search Data'), (0.97, 'Hacking of Google Maps May Have Killed This Business'), (0.94, 'What is a Hashtag? And What Do You Do With Hashtags?'), (0.92, 'Read Digital Dollar to Get Your Online Strategy in Gear'), (0.92, 'How to Use Live Streaming for Content Marketing: Meerkat, Periscope, katch.me')]"
Monitoring Your Social Media Channels From One Place is a Good Idea,"[(1.0, 'How to Promote Offline Events On The Web'), (1.0, '10 Online Dangers Your Business Faces'), (0.97, 'Watch These Metrics to Measure YouTube Marketing Success'), (0.97, 'Twitter Ads Soar, But Beware This AdWords Hack'), (0.97, 'New Google and New Foursquare Offerings Call Attention to Local Business Marketing')]"
The 2012 Local Search Ranking Factors Report Is In,"[(0.97, 'The First Consumer 3D Printer Is Now In Crowdfunding'), (0.97, 'How to Reinstate a Non-Compliant Business Before the End of the Year'), (0.97, 'Can SMB Owners Make Social Media Useful?'), (0.96, 'Spring Clean Your Small Business, Twitter Chat Recap'), (0.96, 'Join The Crowdfunding Revolution to Start Your Business')]"
Are You Ready to Start a Small Business?,"[(1.0, 'Are You Operating Your Business in Multiple States? What You Need to Know'), (0.97, 'Small Businesses Spend More on Travel, Per Concur Survey'), (0.96, 'WordStream Improves Its Free AdWords Benchmark Tool For Small Business Advertisers'), (0.96, 'Newly Sworn SBA Chief Must Deal With Lending Defaults'), (0.96, 'Improving Your Community Can Improve Your Business')]"
Here come initial jobless claims ...,"[(1.01, '9 Holiday Marketing Tips to Make Your Retail Store Stand Out'), (0.95, 'The Evolution of Affiliate Marketing'), (0.95, 'Read Impact Equation to Help You Harness Your Social Media Message'), (0.95, 'Little Known Brand Monitoring Search Tricks'), (0.95, 'How to Strengthen Your Social Media Content Marketing Strategy')]"
Spotlight: Margaritas Restaurant Brings Mexican Culture to New England,"[(1.0, 'Tech Startup Viddler is a Hometown Success Story'), (1.0, 'Mobile Apps SMBs Should Care About'), (0.97, 'What Is HTML5? Do I Need It For My Business Website?'), (0.97, 'The First Consumer 3D Printer Is Now In Crowdfunding'), (0.97, 'How to Reinstate a Non-Compliant Business Before the End of the Year')]"
How to Win Media Coverage as an SMB,"[(1.0, 'Small Business News: Tips For Your Next Venture'), (0.96, 'Ohio Weighing Major Tax Break For Small Businesses'), (0.96, 'Facebook Wants Your Businesses On Messenger'), (0.96, 'Facebook Testing New Shareable Ads'), (0.94, 'How to Reinstate a Non-Compliant Business Before the End of the Year')]"
Read Adaptability and Learn to Thrive in Any Environment,"[(1.0, 'Here comes the Beige Book ...'), (0.93, 'Forget what you heard: Jupiter does not orbit the sun'), (0.93, 'Crude oil futures fall on weak Asian cues'), (0.91, 'Review  of Crush It!: Why Now is the Time to Cash in on your Passion'), (0.87, 'Futures are rallying')]"
Ever Wonder How to Build a Business as a Personal Stylist?,"[(1.0, 'Better Online Marketing Optimization Through Google Analytics: A Book Review'), (0.96, 'Pinterest Beta Tests Do-It-Yourself Promoted Pins for Business'), (0.96, 'Getting Comfortable With Self-Promotion'), (0.96, 'Advantages of Using eCommerce Software in Your Retail Business'), (0.96, '10 Ways to Save Money for Your Business')]"
New Motorola Droid Turbo Phone Has Pro Camera And Wireless Charging,"[(0.98, 'Microsoft Now 5th Largest Tablet Seller, Propelled by Upbeat Ad'), (0.93, '3 Foundational Tips to Beat Negative Online Reviews'), (0.85, 'Is Your Online Reputation Impacting Your Business?'), (0.85, 'Indian markets welcome GST but see challenges ahead'), (0.82, 'Homeless Man Learns Coding, Launches App')]"
When to Give Business Gifts and Who to Give Them to,"[(0.95, 'Kid Inventors Come Up With Creative Environmental Solutions'), (0.95, 'Amazon Launches a Phone! Fire Has a Scan and Buy Feature'), (0.91, 'Why I Linked Out on LinkedIn'), (0.91, 'The Project Champion: A Management Best Practice'), (0.91, 'The 20 best smartphones in the world')]"
Read Impact Equation to Help You Harness Your Social Media Message,"[(1.0, 'The Evolution of Affiliate Marketing'), (1.0, 'QuickBooks Replacement Intacct Raises Money to Penetrate SMB Market'), (1.0, 'Pinterest Beta Tests Do-It-Yourself Promoted Pins for Business'), (1.0, 'Getting Comfortable With Self-Promotion'), (1.0, '5 Essential Social Sharing Buttons for Your Site')]"
ONvocal Unveils Mix360 Noise Cancelling Headphones,"[(1.01, 'HP Officejet Pro 8630 Takes Business Printing Mobile'), (0.98, 'Weighing the Pros and Cons of Free City WiFi'), (0.98, 'JotForm Now Offers Adobe eSign Service'), (0.98, 'Could Robots Be the Employees of the Future?'), (0.95, 'Volvo is quietly becoming a tech superpower')]"
Game Plan:,"[(0.95, '2 Important Things to Know About Viral Videos'), (0.93, 'LG Plans Curved Phone for U.S. Market'), (0.93, 'How to Install a WordPress Plugin on Your Website'), (0.93, 'Email Marketing is Not Dead, Bring it Back to Life With These Resources'), (0.91, 'Yelp Loses Money, But Hits 100 Million Visitors')]"
The Hiring Roadmap We Advise for All Our Portfolio Startups,"[(1.0, 'YouTube Adds Google Plus Type Comments'), (0.88, 'How to Claim a YouTube Custom Channel URL'), (0.87, '5 entrepreneurship lessons to learn from Colonel Sanders, the culprit responsible for your finger-licking mania'), (0.86, 'Why Google Is Taking a $9.5 Billion Hit on Selling Motorola to Lenovo'), (0.83, 'Is Your Online Reputation Impacting Your Business?')]"
Is the S Corp Right for Your Small Business?,"[(1.0, 'Google Makes Business Photos Self-Service'), (0.97, 'Windows 8.1 For Free? A Version May Be In The Works'), (0.96, 'Time is Money: Are You and Your Employees Effectively Managing It?'), (0.96, 'SMB Owners Can Respond to Google Place Reviews'), (0.96, 'IBM Acquires SoftLayer: Will Small Biz Hosting Remain?')]"
Here's the salary you have to earn to buy a home in 19 major US cities,"[(0.95, '10 things in tech you need to know today'), (0.92, 'China extends Marriott-Starwood deal review by up to 60 days'), (0.91, 'IRS Adopts Taxpayer Bill of Rights'), (0.89, 'European shares lifted by solid earnings but RBS slumps'), (0.86, 'Photographer Driven Bananas Over Wikipedia Monkey Selfies')]"
HP Officejet Pro 8630 Takes Business Printing Mobile,"[(1.01, 'ONvocal Unveils Mix360 Noise Cancelling Headphones'), (0.98, 'JotForm Now Offers Adobe eSign Service'), (0.97, 'Weighing the Pros and Cons of Free City WiFi'), (0.97, 'Could Robots Be the Employees of the Future?'), (0.97, 'After bruising China battle, Uber cedes to rival Didi')]"
