,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
401,9 Holiday Marketing Tips to Make Your Retail Store Stand Out,b'10 Local Marketing Tips You Can Implement Today' (0.69),b'What Makes You Stand Out When Job Hunting?' (0.63),"b'Email Marketing is Not Dead, Bring it Back to Life With These Resources' (0.61)",b'No More Tipping at This Pittsburgh Restaurant' (0.61),b'Monster Loyalty: Savvy Engagement Tips From Lady Gaga' (0.60),b'The Age of the Platform Will Make You Think' (0.60),b'How To Train Your Team And Make It Connect' (0.58),"b'Bright Light Helps Market Products, But Makes Decisions More Emotional' (0.56)","b'Run Your Biz Like a Machine With These WordPress Plugins, Resources and Tips' (0.56)",b'Presentations: How to Make Your Message Stick' (0.55)
402,LinkedIn Gets Rid of Products and Services Tab on Company Pages,b'LinkedIn: The Professional Playground For Professional Connections' (0.84),b'Why I Linked Out on LinkedIn' (0.76),b'Nimble CRM Says LinkedIn Lock Out is a Minor Stumbling Block' (0.74),b'How to Create a LinkedIn Company Page That Drives Sales' (0.74),b'LinkedIn Introduces Showcase Pages for Business' (0.73),b'How to Create a LinkedIn Profile That Rocks At Generating Leads' (0.70),b'Simple Loose Leaf Creates Subscription Service for Tea' (0.68),b'Spotlight: This Service Brings Product Photography into Focus' (0.66),"b'Community Connect: Product Strategist, NYC' (0.64)",b'These 19 companies are racing to put driverless cars on the road by 2020' (0.58)
403,Sell Local Think Global is Loaded With Creative Marketing Ideas for Small Business,b'The Commitment Engine Inspires Small Business Growth' (0.71),b'The Referral Engine: Teaching Your Business to Market Itself' (0.70),b'Small Businesses Spend 20 Hours Per Week on Marketing' (0.67),b'12 Blogs Every Small Business Should Be Reading' (0.65),b'How Often Should You Update Your Small Business Blog?' (0.63),b'Are You Blogging for Your Small Business?' (0.62),b'Connie Certusi of Sage: Our Goal is to Automate Small Business Tasks' (0.61),b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.59),b'5 Benefits of Having a Website for Your Small Business' (0.58),"b'Small Business Book Awards: Nominate Through March 3, 2013' (0.58)"
404,Is Your Online Marketing Strategy Up to Date?,b'LotusJump Review: Do-It-Yourself Online Marketing Service' (0.82),b'Lumiary Lights the Way for Marketing Your Online Business' (0.78),b'Top 5 Online Credibility Killers' (0.76),b'Read Digital Dollar to Get Your Online Strategy in Gear' (0.72),b'Learn How to Improve Online Marketing: Performance Marketing With Google Analytics' (0.71),b'Join Me For: Choosing the RIGHT Online Software' (0.70),b'5 Ways Business Intelligence and Online Marketing Can Work Together' (0.70),b'Outright: Simple Online Bookkeeping for Sole Proprietors' (0.70),b'7 Missing Elements of Your Content Strategy' (0.64),b'Smartsheet: Online Spreadsheets for Project Collaboration' (0.63)
405,How Can SMB Owners Learn Social Media?,b'10 Social Media Resolutions for 2012' (0.93),b'The State of Social Media' (0.92),b'The Thank You Economy:  Show You Care for People Through Social Media' (0.91),b'How to Win Media Coverage as an SMB' (0.90),b'Can SMB Owners Make Social Media Useful?' (0.88),b'Bieber Invests in Social Media for Teens' (0.88),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.86),b'Shocker: People Do Not Read What They Share on Social Media' (0.86),b'Vertical Response Acquires Social Media Platform Roost' (0.86),b'Buffer Hack Spams Social Media Followers' (0.83)
406,20 More Resources To Sell Your Handmade Crafts,b'How an MBA grad became a marketplace millionaire by selling umbrellas' (0.66),b'Med-tech providing sustainable solutions for healthcare' (0.64),b'Purchase by Commenting on Instagram with Spreesy' (0.54),b'Could Your Next Pizza be Delivered by a Drone?' (0.54),b'Multi-Screen Ecommerce Strategy: Beyond the Single Shopping Screen' (0.53),b'How to Get Your Products Discovered with Videos' (0.52),b'Success Story of an Indian College Drop Out' (0.48),b'Success Secrets of a 6-Year Old Ecommerce Business' (0.48),b'Meet 15 Movers and Shakers at ICON15' (0.47),"b'Look beyond the hype of certification, look for skills to move up in the real world' (0.46)"
407,New Amazon Kindles Will Be More Like Tablets,b'Amazon Introduces New Kindle Fire Tablets' (0.98),b'Amazon Innovates With New Tablets and e-Readers' (0.96),b'New Asus Android Tablet Will Retail for Under $150' (0.96),b'Amazon Offers Comparable Tablet Cheaper Than iPad Air' (0.93),b'HP Announces 8 New Business Tablets' (0.86),b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.82),b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.80),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.74)",b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.74),b'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS' (0.73)
408,Watch These Metrics to Measure YouTube Marketing Success,b'The Evolution of Affiliate Marketing' (0.82),b'SMB Marketing Is About Telling Your Story' (0.77),"b'Email Marketing is Not Dead, Bring it Back to Life With These Resources' (0.76)",b'Increase Your Website Credibility in the Age of Content Marketing' (0.76),b'Raghu Raghavan of Act-On: Now is the Time to Dive Into Marketing Automation' (0.74),b'Getting Your Invention To Market' (0.74),b'3 Steps to Performing Content Marketing on a Shoestring Budget' (0.73),"b'Vocus, Provider of PRWeb, Acquires iContact Email Marketing' (0.72)","b'Mike Blumenthal Talks Local Search Marketing, Pigeon Update' (0.72)",b'5 Reasons SMBs Need Content Marketing' (0.68)
409,12 Ways You Can Use LinkedIn for Branding to Stand Out,b'13 Creative Ways to Use LinkedIn for Lead Generation' (0.93),b'6 Ways to Create A Positive Brand Perception' (0.79),b'6 Ways You Can Emulate Top Brands' (0.78),b'Not Sure How to Use LinkedIn for B2B? Let Us Help You' (0.76),b'11 Ways to Use Twitter To Develop Sales Leads' (0.71),b'How to Use The Linkedin Mentions Feature to Engage and Connect' (0.64),b'Why I Linked Out on LinkedIn' (0.61),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.60),b'LinkedIn: The Professional Playground For Professional Connections' (0.60),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.59)
410,"Upstart: Backers Invest in You, And Your Future Earnings Repay Them",b'Fox Mobile/Jamba CEO Lucy Hood Resigns; European Focus Going Forward' (0.79),b'Daily Sprout' (0.65),b'[Techie Tuesdays] Manish Bhattacharya  The Kid who paid his education loan by hacking into facebook' (0.65),b'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this' (0.63),"b'SBA Fund Adds Manufacturing, Lifts $200 Million Limit' (0.61)",b'Texas Hair Braiding Law Struck Down in Court Decision' (0.61),b'Q2 Earnings This Week' (0.58),b'Photographer Driven Bananas Over Wikipedia Monkey Selfies' (0.58),b'Keurig CEO Regrets Big Mistake Made with the 2.0 Brewer' (0.57),"b'Mashable Raises $13 Million, Its First Ever Outside Investment' (0.57)"
411,"How to Get More Positive Customer Reviews, Using Get Five Stars",b'Take the Time to Manage Customer Reviews' (0.76),b'Social Customers Means a Social Inbox: Review of Nimble CRM' (0.66),b'How To Keep Customers Loyal With Coupons' (0.61),b'When and How to Use Autoresponders' (0.58),b'4 Practical SMB Uses For FourSquare' (0.58),b'Study: 16 Percent of Yelp Reviews May Be Fakes' (0.57),b'When To Respond To Negative Reviews (and not)' (0.57),b'Brennan Loh of Shopify: The Future of Ecommerce is in Customer Engagement' (0.57),b'How to Claim a YouTube Custom Channel URL' (0.55),b'Present Shock: Taking A Moment to Review the Future' (0.54)
412,Simple Loose Leaf Creates Subscription Service for Tea,b'How to Create a LinkedIn Profile That Rocks At Generating Leads' (0.79),b'Creating a Custom Favicon' (0.74),b'This couple bought 300 acres of land and created Indias first private wildlife sanctuary' (0.70),b'LinkedIn Gets Rid of Products and Services Tab on Company Pages' (0.68),b'Read iPhone Millionaire to Create Professional Looking Videos' (0.68),b'How to Create a LinkedIn Company Page That Drives Sales' (0.65),b'LinkedIn: The Professional Playground For Professional Connections' (0.63),b'How to Create a Facebook Page for Your New Business' (0.58),b'This African Entrepreneur Creates 3-D Printers Out of E-Waste' (0.55),b'LinkedIn Introduces Showcase Pages for Business' (0.53)
413,BlackBerry Jumps Into Mid-Range Market with Leap Phone,b'LG Plans Curved Phone for U.S. Market' (0.96),b'The Psychology of Color in Marketing' (0.76),b'Getting Your Invention To Market' (0.75),b'IDG Entertainment: Director of Marketing' (0.71),b'Coca-Cola: Marketing Done Right' (0.69),b'45+ Tools for Content Curation and Content Marketing' (0.65),"b'RGB, CMYK and PMS Colors Explained' (0.64)",b'Marketing With Vine: Leveraging the Power of 6-Second Videos' (0.64),b'Sony Unveils Xperia Z3 Flagship Phone' (0.64),"b'New Line Cinema: Director, Interactive Marketing, LA' (0.61)"
414,Why You Need Honest Feedback and 3 Ways to Get It,b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.79),b'4 ways to tell whether it is love or lust' (0.78),b'20 Ways to Kick Start Your Motivation Beginning Today' (0.76),b'5 Ways to Avoid BYOD Nightmares' (0.69),b'3 Ways to Perform SEO on a Shoestring Budget' (0.69),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.67),b'ZenPayroll Could Change the Way You Pay' (0.66),b'6 Ways You Can Emulate Top Brands' (0.66),"b'Meet Byju, whos changing the way India learns' (0.65)",b'4 Ways to Market Your SMB With Flickr' (0.55)
415,The Best Business Dashboard Apps For Small Businesses,b'10 Apps to Assist with Your Small Business Taxes' (0.86),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.77),b'13 Best Practices for Building Solid Small Business Operations' (0.73),b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.71),b'Going Mobile: Does Your Small Business Need an App?' (0.68),b'Bigcommerce Increases Reach Into Small Business Commerce' (0.68),b'Connie Certusi of Sage: Our Goal is to Automate Small Business Tasks' (0.67),b'Small Business Guide to Cloud Computing' (0.66),b'Samsung SMART Signage TV:  Digital Signs and TV for Small Businesses' (0.66),b'Are You Blogging for Your Small Business?' (0.65)
416,Can SMB Owners Make Social Media Useful?,b'How Can SMB Owners Learn Social Media?' (0.88),b'10 Social Media Resolutions for 2012' (0.83),b'How to Win Media Coverage as an SMB' (0.81),b'The State of Social Media' (0.79),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.76),b'The Thank You Economy:  Show You Care for People Through Social Media' (0.76),b'5 Ways Social Media Can Make Your Trade Show A Success' (0.75),b'Bieber Invests in Social Media for Teens' (0.73),b'Vertical Response Acquires Social Media Platform Roost' (0.72),b'Shocker: People Do Not Read What They Share on Social Media' (0.70)
417,5 Surprising Mobile Search Statistics and Facts,b'5 Points to Remember About Mobile SEO' (0.92),b'Mobile Coupons Slowly Gain Steam With Users' (0.88),b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.88),b'Speed Up Your Mobile Browsing with Dolphin' (0.87),b'SK Telecom-Helio-Virgin Mobile Deal Done; Helio To Be Injected Into VMUSA: Report' (0.83),b'SMB Owners Get Mobile Coupons For The Holidays' (0.82),b'Handmark Acquires UK Mobile Game Maker Astraware' (0.81),"b'Quip Allows Mobile Word Processing, Collaboration' (0.78)",b'How to Secure and Protect Mobile Devices' (0.69),b'HP Officejet Pro 8630 Takes Business Printing Mobile' (0.69)
418,Q2 Earnings This Week,b'Earnings This Week' (0.99),b'Earnings Announcements This Week' (0.99),b'BotBeat: This weeks top botstories' (0.92),b'Celebrating National Business Etiquette Week' (0.84),b'Top Jobs Of The Week In Digital Media' (0.83),b'Ten interesting things we read this week' (0.82),b'Headlining the News This Week: Wix Acquires OpenRest' (0.82),b'Our Top Story This Week: A New SBA Administrator is Approved' (0.67),"b'Yahoo Unveils News Digest, Digital Magazines But Without Clear Niche' (0.63)",b'Top Small Business News This Week: May 17' (0.61)
419,10 Mindsets of Successful Entrepreneurs,b'Finding Success Empowering Lifestyle Entrepreneurs' (0.98),b'The Rebel Entrepreneur Rewrites The Rulebook' (0.93),b'Behavioral Economics for Entrepreneurs' (0.91),b'Liquid Soap and Green Tech are Game Changers for This Entrepreneur' (0.90),b'Entrepreneurs Take Us to the Edge of Outer Space' (0.90),b'5 lessons from the Bhagvad Gita for every entrepreneur' (0.88),b'When I had no food and only Rs 50 in my pocket  a moving story of an entrepreneur' (0.88),b'Learn Vital Lessons by Entering The Mind of Elite Entrepreneurs' (0.87),b'What Makes an Entrepreneur?' (0.83),b'Are Immigrants Really More Likely to Become High Tech Entrepreneurs?' (0.81)
420,Amazon Offers Comparable Tablet Cheaper Than iPad Air,b'Amazon Introduces New Kindle Fire Tablets' (0.94),b'Amazon Innovates With New Tablets and e-Readers' (0.94),b'New Amazon Kindles Will Be More Like Tablets' (0.93),b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.86),b'New Asus Android Tablet Will Retail for Under $150' (0.86),b'iPad Losing to More Affordable Tablets' (0.86),b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.84),"b'Microsoft Drops Price of Surface Pro Tablets, Too' (0.82)","b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.80)",b'Netgear Offers Storage Alternatives to the Cloud' (0.77)
421,What Makes an Entrepreneur?,b'The Rebel Entrepreneur Rewrites The Rulebook' (0.86),b'10 Mindsets of Successful Entrepreneurs' (0.83),b'Learn Vital Lessons by Entering The Mind of Elite Entrepreneurs' (0.83),b'5 lessons from the Bhagvad Gita for every entrepreneur' (0.82),b'Finding Success Empowering Lifestyle Entrepreneurs' (0.82),b'Behavioral Economics for Entrepreneurs' (0.82),b'Entrepreneurs Take Us to the Edge of Outer Space' (0.81),b'Tipping the Odds for the Entrepreneur' (0.76),b'When I had no food and only Rs 50 in my pocket  a moving story of an entrepreneur' (0.75),b'Liquid Soap and Green Tech are Game Changers for This Entrepreneur' (0.74)
422,Chinese yuan strengthens,b'Rupee down against dollar' (0.91),b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.89),b'Gold futures slide on weak global cues' (0.89),b'Cardamom futures remain up on rising demand' (0.88),"b'Copper futures rise on global cues, spot demand' (0.88)",b'Crude oil futures fall on weak Asian cues' (0.88),b'Oil prices fall on oversupply concerns despite output cuts' (0.88),b'Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore' (0.78),"b'India orders four maritime spy planes from Boeing, bolsters navy' (0.70)","b'Buy  BEML, target Rs  1000  :   Kunal Bothra' (0.70)"
423,Shocker: People Do Not Read What They Share on Social Media,b'The Thank You Economy:  Show You Care for People Through Social Media' (0.92),b'The State of Social Media' (0.91),b'Bieber Invests in Social Media for Teens' (0.91),b'Buffer Hack Spams Social Media Followers' (0.90),b'10 Social Media Resolutions for 2012' (0.88),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.86),b'How Can SMB Owners Learn Social Media?' (0.86),b'Vertical Response Acquires Social Media Platform Roost' (0.85),b'How to Win Media Coverage as an SMB' (0.81),b'5 Essential Social Sharing Buttons for Your Site' (0.78)
